STAGE overworld
OBJ TILE 220 3 8 0
OBJ TILE 231 3 9 0
OBJ TILE 253 3 10 0
OBJ TILE 242 3 11 0
OBJ TILE 231 3 12 0
OBJ TILE 253 3 13 0
OBJ TILE 242 3 14 0
OBJ TILE 264 3 15 0
OBJ TILE 165 3 17 0
OBJ TILE 176 3 18 0
OBJ TILE 198 3 19 0
OBJ TILE 187 3 20 0
OBJ TILE 176 3 21 0
OBJ TILE 198 3 22 0
OBJ TILE 187 3 23 0
OBJ TILE 209 3 24 0
OBJ TILE 220 4 6 0
OBJ TILE 231 4 7 0
OBJ TILE 232 4 8 0
OBJ TILE 254 4 9 0
OBJ TILE 254 4 10 0
OBJ TILE 254 4 11 0
OBJ TILE 254 4 12 0
OBJ TILE 274 4 13 0
OBJ TILE 273 4 14 0
OBJ TILE 243 4 15 0
OBJ TILE 264 4 16 0
OBJ TILE 177 4 17 0
OBJ TILE 199 4 18 0
OBJ TILE 199 4 19 0
OBJ TILE 199 4 20 0
OBJ TILE 199 4 21 0
OBJ TILE 199 4 22 0
OBJ TILE 219 4 23 0
OBJ TILE 188 4 24 0
OBJ TILE 176 4 25 0
OBJ TILE 198 4 26 0
OBJ TILE 209 4 27 0
OBJ TILE 220 5 5 0
OBJ TILE 232 5 6 0
OBJ TILE 270 5 7 0
OBJ TILE 269 5 8 0
OBJ TILE 263 5 9 0
OBJ TILE 262 5 10 0
OBJ TILE 261 5 11 0
OBJ TILE 260 5 12 0
OBJ TILE 259 5 13 0
OBJ TILE 244 5 14 0
OBJ TILE 235 5 15 0
OBJ TILE 268 5 16 0
OBJ TILE 216 5 17 0
OBJ TILE 215 5 18 0
OBJ TILE 214 5 19 0
OBJ TILE 208 5 20 0
OBJ TILE 207 5 21 0
OBJ TILE 206 5 22 0
OBJ TILE 205 5 23 0
OBJ TILE 204 5 24 0
OBJ TILE 203 5 25 0
OBJ TILE 197 5 26 0
OBJ TILE 188 5 27 0
OBJ TILE 209 5 28 0
OBJ TILE 223 6 5 0
OBJ TILE 249 6 6 0
OBJ TILE 248 6 7 0
OBJ TILE 247 6 8 0
OBJ TILE 241 6 9 0
OBJ TILE 240 6 10 0
OBJ TILE 272 6 11 0
OBJ TILE 271 6 12 0
OBJ TILE 239 6 13 0
OBJ TILE 266 6 14 0
OBJ TILE 199 6 15 0
OBJ TILE 199 6 16 0
OBJ TILE 196 6 17 0
OBJ TILE 195 6 18 0
OBJ TILE 194 6 19 0
OBJ TILE 193 6 20 0
OBJ TILE 192 6 21 0
OBJ TILE 205 6 22 0
OBJ TILE 186 6 23 0
OBJ TILE 185 6 24 0
OBJ TILE 184 6 25 0
OBJ TILE 183 6 26 0
OBJ TILE 199 6 27 0
OBJ TILE 188 6 28 0
OBJ TILE 209 6 29 0
OBJ TILE 220 7 4 0
OBJ TILE 232 7 5 0
OBJ TILE 254 7 6 0
OBJ TILE 254 7 7 0
OBJ TILE 254 7 8 0
OBJ TILE 260 7 9 0
OBJ TILE 259 7 10 0
OBJ TILE 258 7 11 0
OBJ TILE 252 7 12 0
OBJ TILE 251 7 13 0
OBJ TILE 265 7 14 0
OBJ TILE 199 7 15 0
OBJ TILE 199 7 16 0
OBJ TILE 199 7 17 0
OBJ TILE 189 7 18 0
OBJ TILE 202 7 19 0
OBJ TILE 191 7 20 0
OBJ TILE 180 7 21 0
OBJ TILE 178 7 22 0
OBJ TILE 205 7 23 0
OBJ TILE 204 7 24 0
OBJ TILE 199 7 25 0
OBJ TILE 199 7 26 0
OBJ TILE 199 7 27 0
OBJ TILE 199 7 28 0
OBJ TILE 188 7 29 0
OBJ TILE 209 7 30 0
OBJ TILE 221 8 4 0
OBJ TILE 254 8 5 0
OBJ TILE 254 8 6 0
OBJ TILE 254 8 7 0
OBJ TILE 240 8 8 0
OBJ TILE 239 8 9 0
OBJ TILE 238 8 10 0
OBJ TILE 237 8 11 0
OBJ TILE 236 8 12 0
OBJ TILE 263 8 13 0
OBJ TILE 243 8 14 0
OBJ TILE 264 8 15 0
OBJ TILE 202 8 16 0
OBJ TILE 191 8 17 0
OBJ TILE 213 8 18 0
OBJ TILE 144 8 19 0
OBJ TILE 161 8 20 0
OBJ TILE 160 8 21 0
OBJ TILE 169 8 22 0
